"","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"2007",7,14.75,7.51612903225806,13.2333333333333,3.61290322580645,1.86666666666667,1,0,0,3.64516129032258,7.93333333333333,9.83870967741935
"2008",7,2.68965517241379,11.0967741935484,6.53333333333333,2.29032258064516,0.833333333333333,0,0.387096774193548,1.66666666666667,4.38709677419355,19.7,11.3225806451613
"2009",5.58064516129032,10.1071428571429,9.96774193548387,8.13333333333333,2.70967741935484,5.8,0.161290322580645,0.0645161290322581,0.133333333333333,2.03225806451613,8.13333333333333,7.25806451612903
"2010",15.0322580645161,16.7142857142857,22.3548387096774,7.2,6.83870967741935,3.46666666666667,3.51612903225806,3.48387096774194,9.2,5.80645161290323,9.2,8.90322580645161
"2011",0.741935483870968,3.25,2.7741935483871,6.83333333333333,5.70967741935484,0.466666666666667,1.09677419354839,0,0.2,2.54838709677419,10.6,8.45161290322581
"2012",8.40322580645161,6.87931034482759,5.12903225806452,3.58333333333333,3.01612903225806,4.43333333333333,0,0,0.466666666666667,2.7258064516129,7.71666666666667,14.7709677419355
"2013",4.41935483870968,9.35714285714286,11.1612903225806,10.5833333333333,6.90645161290323,5.1,2.11290322580645,0.612903225806452,0.0666666666666667,3.5,4.61666666666667,15.6451612903226
"2014",6.54838709677419,1.64285714285714,16.741935483871,7.6,0.370967741935484,3.86666666666667,1.27741935483871,0.774193548387097,0.116666666666667,0.967741935483871,7.35,11.2096774193548
"2015",4.7258064516129,8.13928571428571,4.90451612903226,6.68333333333333,3.45161290322581,0,0,0,0,0,4.25,8.09677419354839
"2016",4.35483870967742,12.8103448275862,14.1774193548387,7.81666666666667,5.61290322580645,7.76666666666667,5.37096774193548,1.90322580645161,8.78333333333333,12.2612903225806,14.1666666666667,6.2258064516129
"2017",4.7741935483871,9.01785714285714,12.9193548387097,8.61666666666667,2.74193548387097,3.48333333333333,1.35483870967742,0,1,9.90322580645161,15.85,6.64516129032258
"2018",6.70967741935484,12.5535714285714,16.6935483870968,6.38333333333333,1.03225806451613,0.383333333333333,0,0.483870967741935,0.1,2.88709677419355,16.8,9.41935483870968
"2019",7.08064516129032,20.7857142857143,10.6451612903226,14.7833333333333,1.83870967741935,0,0,0,0,1.2741935483871,6.63333333333333,10.741935483871
"2020",9.11290322580645,20.7413793103448,16.3225806451613,10.6,8.51612903225806,1.41666666666667,0.467741935483871,1.17741935483871,0.55,12.8870967741935,4.63333333333333,6.54838709677419
"2021",14.4193548387097,4.03571428571429,19.8548387096774,4.06666666666667,8.06451612903226,5.8,0.145161290322581,0.145161290322581,0.9,5,19.7166666666667,11.4193548387097
"2022",3.5,8.5,14.0645161290323,13.4833333333333,3.74193548387097,5.43333333333333,1.82258064516129,3.46774193548387,2.6,14.9032258064516,16.4666666666667,12.9677419354839
